trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1102,False,"{'a': 0.5, 'e': 0.4518128007017902}",20,6,2.63806825864855,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1103,False,"{'a': 0.5, 'e': 0.45092046217480886}",20,7,-14.225695376340564,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
1104,False,"{'a': 0.5, 'e': 0.45002767272740274}",30,15,5.563805079217175,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1105,False,"{'a': 0.5, 'e': 0.4491344332523616}",30,20,-6.028181036884384,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1106,False,"{'a': 0.5, 'e': 0.4482407446429244}",20,13,6.838115615263929,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.5, 'e': 0.4473466077927801}",20,10,16.6324033368055,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.5, 'e': 0.4464520235960651}",25,13,0.01472786484976829,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1109,False,"{'a': 0.5, 'e': 0.44555699294736395}",30,5,-54.838108901613154,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",1
1110,False,"{'a': 0.5, 'e': 0.44466151674170673}",25,0,-29.1795693731688,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1111,False,"{'a': 0.5, 'e': 0.4437655958745701}",25,2,-92.90447840408854,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 2}",1
1112,False,"{'a': 0.5, 'e': 0.4428692312418743}",20,0,-73.61908859049886,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1113,False,"{'a': 0.5, 'e': 0.44197242373998435}",20,0,-15.110309235987804,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1114,False,"{'a': 0.5, 'e': 0.44107517426570736}",25,13,-49.86886986768279,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
1115,False,"{'a': 0.5, 'e': 0.440177483716293}",30,19,-0.026036269341001894,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1116,False,"{'a': 0.5, 'e': 0.43927935298943144}",20,0,-42.218871364103414,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1117,False,"{'a': 0.5, 'e': 0.4383807829832537}",25,0,15.199554620724031,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1118,False,"{'a': 0.5, 'e': 0.4374817745963293}",20,0,19.914438514832362,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1119,False,"{'a': 0.5, 'e': 0.43658232872766695}",20,11,-6.901229110087091,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1120,False,"{'a': 0.5, 'e': 0.43568244627671204}",20,6,-9.791935223736083,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1121,False,"{'a': 0.5, 'e': 0.43478212814334743}",25,8,-2.9702363811361208,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1122,False,"{'a': 0.5, 'e': 0.43388137522789066}",25,0,-3.2613603137570712,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
1123,False,"{'a': 0.5, 'e': 0.432980188431095}",30,14,-46.02172559991854,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
1124,False,"{'a': 0.5, 'e': 0.4320785686541468}",25,0,-20.898005177116673,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1125,False,"{'a': 0.5, 'e': 0.4311765167986662}",20,6,3.406996831536011,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1126,False,"{'a': 0.5, 'e': 0.4302740337667045}",25,13,-0.917660959458249,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1127,False,"{'a': 0.5, 'e': 0.42937112046074505}",25,17,-11.746999952427263,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1128,False,"{'a': 0.5, 'e': 0.42846777778370077}",25,15,2.3380835961404856,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1129,False,"{'a': 0.5, 'e': 0.4275640066389146}",25,17,-5.413587385918592,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1130,False,"{'a': 0.5, 'e': 0.42665980793015723}",30,1,-25.715383036314044,"{0: 25, 1: 1, 2: 2, 3: 0, 4: 1}",1
1131,False,"{'a': 0.5, 'e': 0.42575518256162764}",25,2,15.990000124545617,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
1132,False,"{'a': 0.5, 'e': 0.4248501314379508}",20,4,0.5500282665464384,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1133,False,"{'a': 0.5, 'e': 0.42394465546417814}",20,0,-5.918977098155656,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1134,False,"{'a': 0.5, 'e': 0.42303875554578513}",25,1,-50.89517633479064,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
1135,False,"{'a': 0.5, 'e': 0.422132432588672}",25,9,-38.974788900811554,"{0: 11, 1: 2, 2: 1, 3: 2, 4: 0}",1
1136,False,"{'a': 0.5, 'e': 0.42122568749916134}",30,18,-51.13993685558251,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
1137,False,"{'a': 0.5, 'e': 0.42031852118399843}",20,6,-26.771995625328632,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
1138,False,"{'a': 0.5, 'e': 0.4194109345503491}",20,12,4.564139013043288,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1139,False,"{'a': 0.5, 'e': 0.41850292850580045}",20,10,-3.385813724826904,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1140,False,"{'a': 0.5, 'e': 0.41759450395835795}",20,13,14.526149830008407,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.5, 'e': 0.4166856618164465}",25,4,-24.06245933166709,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
1142,False,"{'a': 0.5, 'e': 0.4157764029889078}",25,2,-28.273574777066507,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
1143,False,"{'a': 0.5, 'e': 0.4148667283850009}",20,9,-88.55962095836338,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 2}",1
1144,False,"{'a': 0.5, 'e': 0.4139566389144}",20,14,-3.588040091481589,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1145,False,"{'a': 0.5, 'e': 0.4130461354871949}",30,8,-12.143749313719809,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
1146,False,"{'a': 0.5, 'e': 0.4121352190138885}",20,16,7.5873638665833045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.5, 'e': 0.41122389040539764}",20,0,-2.1000827861783877,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1148,False,"{'a': 0.5, 'e': 0.4103121505730504}",20,0,-46.44015556079564,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
1149,False,"{'a': 0.5, 'e': 0.40940000042858704}",25,8,-39.18879511928028,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
1150,False,"{'a': 0.5, 'e': 0.40848744088415717}",25,4,-3.2662488778693874,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
1151,False,"{'a': 0.5, 'e': 0.4075744728523206}",20,8,-37.33964332988968,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1152,False,"{'a': 0.5, 'e': 0.40666109724604504}",20,4,-90.54704584377612,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 2}",1
1153,False,"{'a': 0.5, 'e': 0.40574731497870625}",20,0,28.330991870955394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1154,False,"{'a': 0.5, 'e': 0.4048331269640863}",25,6,-1.34800575985133,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
1155,False,"{'a': 0.5, 'e': 0.40391853411637296}",35,15,20.368843240601585,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1156,False,"{'a': 0.5, 'e': 0.4030035373501593}",20,14,-3.9985883324271487,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1157,False,"{'a': 0.5, 'e': 0.4020881375804417}",25,13,-32.28143253636223,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1158,False,"{'a': 0.5, 'e': 0.4011723357226203}",20,12,-19.739032571543078,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
1159,False,"{'a': 0.5, 'e': 0.4002561326924963}",20,15,-2.544442605011163,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1160,False,"{'a': 0.5, 'e': 0.3993395294062732}",20,9,-2.271676277376855,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1161,False,"{'a': 0.5, 'e': 0.3984225267805538}",20,11,5.097090178277078,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.5, 'e': 0.397505125732341}",20,1,-53.810032977591376,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 2}",1
1163,False,"{'a': 0.5, 'e': 0.3965873271790354}",35,2,1.8539435465472476,"{0: 28, 1: 2, 2: 3, 3: 0, 4: 0}",1
1164,False,"{'a': 0.5, 'e': 0.39566913203843584}",25,3,-83.85013035733934,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 2}",1
1165,False,"{'a': 0.5, 'e': 0.39475054122873704}",30,9,-5.205475058812384,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
1166,False,"{'a': 0.5, 'e': 0.3938315556685301}",25,14,9.844616230778376,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.5, 'e': 0.39291217627680014}",20,7,-39.08292024582302,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
1168,False,"{'a': 0.5, 'e': 0.39199240397292684}",25,1,-23.53430733588927,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 0}",1
1169,False,"{'a': 0.5, 'e': 0.391072239676682}",20,15,-4.446945731447142,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1170,False,"{'a': 0.5, 'e': 0.3901516843082303}",20,14,10.458218922712923,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.5, 'e': 0.3892307387881266}",25,15,-23.907431085807655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1172,False,"{'a': 0.5, 'e': 0.38830940403731673}",30,21,-3.511244388784772,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1173,False,"{'a': 0.5, 'e': 0.38738768097713494}",20,0,-6.1373154656125894,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1174,False,"{'a': 0.5, 'e': 0.38646557052930475}",30,8,-33.76457255671506,"{0: 17, 1: 2, 2: 1, 3: 2, 4: 0}",1
1175,False,"{'a': 0.5, 'e': 0.385543073615936}",20,0,-118.10521792661437,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1176,False,"{'a': 0.5, 'e': 0.38462019115952595}",25,13,14.701249993033546,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.5, 'e': 0.3836969240829566}",20,8,-10.72822199968474,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1178,False,"{'a': 0.5, 'e': 0.3827732733094953}",20,13,5.988192202030449,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.5, 'e': 0.38184923976279245}",30,15,9.537659350322434,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1180,False,"{'a': 0.5, 'e': 0.3809248243668818}",20,9,-87.35551466421087,"{0: 5, 1: 1, 2: 3, 3: 1, 4: 1}",1
1181,False,"{'a': 0.5, 'e': 0.3800000280461784}",30,18,14.053094459461771,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1182,False,"{'a': 0.5, 'e': 0.3790748517254788}",25,6,-20.48959619529428,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
1183,False,"{'a': 0.5, 'e': 0.3781492963299588}",20,6,0.9578071737760347,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1184,False,"{'a': 0.5, 'e': 0.37722336278517427}",25,0,-43.824043924637415,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
1185,False,"{'a': 0.5, 'e': 0.3762970520170581}",25,1,-13.7469977298016,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",1
1186,False,"{'a': 0.5, 'e': 0.37537036495192155}",25,9,5.498340600130628,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1187,False,"{'a': 0.5, 'e': 0.3744433025164511}",20,0,16.166111371276013,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1188,False,"{'a': 0.5, 'e': 0.37351586563770955}",25,0,-35.45995909975252,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
1189,False,"{'a': 0.5, 'e': 0.37258805524313326}",25,5,-59.72797618535257,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",1
1190,False,"{'a': 0.5, 'e': 0.371659872260533}",20,10,0.8703202129900669,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1191,False,"{'a': 0.5, 'e': 0.3707313176180912}",25,15,-66.00695011739343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
1192,False,"{'a': 0.5, 'e': 0.36980239224436295}",25,15,1.2299375842447275,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 0}",1
1193,False,"{'a': 0.5, 'e': 0.36887309706827304}",20,5,-34.92043832245281,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
1194,False,"{'a': 0.5, 'e': 0.36794343301911697}",20,2,-20.130711658847734,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
1195,False,"{'a': 0.5, 'e': 0.3670134010265584}",20,15,-1.2597202876318025,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1196,False,"{'a': 0.5, 'e': 0.36608300202062954}",20,6,-29.121985171539205,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1197,False,"{'a': 0.5, 'e': 0.365152236931729}",20,12,4.878105159396257,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1198,False,"{'a': 0.5, 'e': 0.36422110669062213}",25,18,11.456316195360213,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1199,False,"{'a': 0.5, 'e': 0.36328961222843875}",20,11,4.112404286769856,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1200,False,"{'a': 0.5, 'e': 0.3623577544766736}",20,15,-33.60065546049753,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
1201,False,"{'a': 0.5, 'e': 0.361425534367184}",20,12,-7.995642059524275,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1202,False,"{'a': 0.5, 'e': 0.3604929528321903}",20,14,-1.047510123613998,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1203,False,"{'a': 0.5, 'e': 0.35956001080427363}",25,7,24.78417729573893,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.5, 'e': 0.35862670921637635}",20,0,24.933004090389204,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1205,False,"{'a': 0.5, 'e': 0.3576930490017995}",25,0,-24.456025981563442,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
1206,False,"{'a': 0.5, 'e': 0.35675903109420365}",35,6,-70.27939572588927,"{0: 25, 1: 1, 2: 0, 3: 1, 4: 2}",1
1207,False,"{'a': 0.5, 'e': 0.35582465642760625}",20,16,6.344427149676288,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.5, 'e': 0.3548899259363823}",20,0,-6.534144464282876,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1209,False,"{'a': 0.5, 'e': 0.3539548405552618}",35,0,-35.45602432110332,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",1
1210,False,"{'a': 0.5, 'e': 0.35301940121933034}",25,0,20.281391983337585,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1211,False,"{'a': 0.5, 'e': 0.35208360886402695}",20,0,-51.035023698542865,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1212,False,"{'a': 0.5, 'e': 0.3511474644251443}",25,7,-53.80864495080684,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
1213,False,"{'a': 0.5, 'e': 0.3502109688388262}",20,9,-44.7926964962829,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
1214,False,"{'a': 0.5, 'e': 0.34927412304156863}",30,23,5.115285984070613,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.5, 'e': 0.348336927970217}",20,6,-11.495409553567306,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1216,False,"{'a': 0.5, 'e': 0.34739938456196656}",20,9,-10.912825456800917,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
1217,False,"{'a': 0.5, 'e': 0.3464614937543603}",20,3,4.931809607177032,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1218,False,"{'a': 0.5, 'e': 0.3455232564852894}",20,0,19.029947726149803,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1219,False,"{'a': 0.5, 'e': 0.3445846736929906}",20,7,-6.232173174835404,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
1220,False,"{'a': 0.5, 'e': 0.34364574631604705}",25,14,-51.022898689990186,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
1221,False,"{'a': 0.5, 'e': 0.3427064752933856}",20,2,18.793880151749086,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1222,False,"{'a': 0.5, 'e': 0.3417668615642776}",20,13,1.4200383811366344,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1223,False,"{'a': 0.5, 'e': 0.3408269060683363}",20,0,-68.20523048432278,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1224,False,"{'a': 0.5, 'e': 0.3398866097455176}",30,16,-23.802341215447033,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
1225,False,"{'a': 0.5, 'e': 0.3389459735361172}",30,0,-100.9171038512024,"{0: 21, 1: 2, 2: 4, 3: 2, 4: 1}",0
1226,False,"{'a': 0.5, 'e': 0.33800499838077175}",25,15,19.15367524680782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.5, 'e': 0.3370636852204559}",20,13,-2.1997679364729343,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1228,False,"{'a': 0.5, 'e': 0.3361220349964831}",20,7,-33.61153483160652,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1229,False,"{'a': 0.5, 'e': 0.3351800486505031}",20,0,-68.35419456599551,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
1230,False,"{'a': 0.5, 'e': 0.3342377271245026}",20,8,-34.34382405111372,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
1231,False,"{'a': 0.5, 'e': 0.3332950713608026}",20,6,-1.0373084956621739,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
1232,False,"{'a': 0.5, 'e': 0.33235208230205926}",25,17,12.52947380324308,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1233,False,"{'a': 0.5, 'e': 0.3314087608912611}",20,6,6.610026722714362,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1234,False,"{'a': 0.5, 'e': 0.33046510807172985}",25,0,-35.24185418856306,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
1235,False,"{'a': 0.5, 'e': 0.32952112478711787}",30,6,-29.289209871312543,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 0}",1
1236,False,"{'a': 0.5, 'e': 0.3285768119814088}",20,0,14.69828813016167,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1237,False,"{'a': 0.5, 'e': 0.32763217059891486}",20,0,31.900436547463386,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1238,False,"{'a': 0.5, 'e': 0.3266872015842779}",25,17,19.37298051546119,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1239,False,"{'a': 0.5, 'e': 0.3257419058824663}",20,8,2.717886439821911,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1240,False,"{'a': 0.5, 'e': 0.32479628443877623}",25,14,-21.096796082657075,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
1241,False,"{'a': 0.5, 'e': 0.3238503381988286}",20,13,-10.449500175608463,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1242,False,"{'a': 0.5, 'e': 0.3229040681085699}",20,14,-11.153977395111541,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
1243,False,"{'a': 0.5, 'e': 0.3219574751142698}",20,0,-39.714209809470596,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
1244,False,"{'a': 0.5, 'e': 0.32101056016252166}",30,16,5.224712553824659,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1245,False,"{'a': 0.5, 'e': 0.32006332420023986}",20,0,17.290019075583047,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1246,False,"{'a': 0.5, 'e': 0.31911576817466075}",20,4,-2.036041019565505,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1247,False,"{'a': 0.5, 'e': 0.31816789303333987}",25,13,-34.19705637840073,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1248,False,"{'a': 0.5, 'e': 0.3172196997241527}",30,13,17.42777453372203,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1249,False,"{'a': 0.5, 'e': 0.316271189195292}",20,6,20.753876181768106,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1250,False,"{'a': 0.5, 'e': 0.3153223623952687}",20,0,12.90369561194427,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1251,False,"{'a': 0.5, 'e': 0.314373220272909}",25,0,-56.71592115888084,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1252,False,"{'a': 0.5, 'e': 0.3134237637773555}",25,12,25.455241498256186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.5, 'e': 0.31247399385806407}",20,8,-1.0003404205412683,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1254,False,"{'a': 0.5, 'e': 0.31152391146480507}",30,7,18.222588144550812,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1255,False,"{'a': 0.5, 'e': 0.3105735175476604}",20,10,-9.918498216942535,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
1256,False,"{'a': 0.5, 'e': 0.3096228130570242}",20,11,7.346890204519338,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1257,False,"{'a': 0.5, 'e': 0.3086717989436006}",30,18,11.536971808783807,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.5, 'e': 0.3077204761584039}",20,11,9.623217781520061,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.5, 'e': 0.3067688456527566}",30,13,-47.782430635565404,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1260,False,"{'a': 0.5, 'e': 0.3058169083782893}",30,16,9.560667646456832,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1261,False,"{'a': 0.5, 'e': 0.30486466528693895}",25,5,12.881787123331833,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",1
1262,False,"{'a': 0.5, 'e': 0.3039121173309489}",20,7,10.663147545305497,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1263,False,"{'a': 0.5, 'e': 0.3029592654628667}",35,24,22.51288720500155,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1264,False,"{'a': 0.5, 'e': 0.30200611063554444}",25,19,12.633952916831841,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1265,False,"{'a': 0.5, 'e': 0.3010526538021365}",30,14,24.80082389487789,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.5, 'e': 0.3000988959161001}",20,0,-0.5687686759715873,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
1267,False,"{'a': 0.5, 'e': 0.29914483793119256}",20,10,16.781924441948473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.5, 'e': 0.2981904808014722}",25,16,-10.989445633127598,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
1269,False,"{'a': 0.5, 'e': 0.29723582548129573}",30,0,-43.63284896940892,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
1270,False,"{'a': 0.5, 'e': 0.2962808729253187}",20,3,-89.62449225287293,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 2}",1
1271,False,"{'a': 0.5, 'e': 0.2953256240884933}",20,12,8.712275921306816,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.5, 'e': 0.29437007992606856}",25,15,9.716318695901302,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1273,False,"{'a': 0.5, 'e': 0.29341424139358824}",25,0,-109.86829766401009,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 3}",0
1274,False,"{'a': 0.5, 'e': 0.29245810944689116}",20,3,-4.674805820083492,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
1275,False,"{'a': 0.5, 'e': 0.2915016850421088}",20,10,-1.84845439112999,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1276,False,"{'a': 0.5, 'e': 0.29054496913566596}",20,3,-0.35683310432632975,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1277,False,"{'a': 0.5, 'e': 0.28958796268427794}",20,9,5.295038484720257,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1278,False,"{'a': 0.5, 'e': 0.2886306666449516}",20,14,-16.82984390591102,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
1279,False,"{'a': 0.5, 'e': 0.2876730819749824}",25,5,-66.52567673161732,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",1
1280,False,"{'a': 0.5, 'e': 0.28671520963195546}",25,13,15.501381116947075,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.5, 'e': 0.2857570505737428}",20,11,17.392182428013886,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.5, 'e': 0.28479860575850313}",20,14,9.151636103126458,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.5, 'e': 0.28383987614468165}",20,10,-7.909659899538248,"{0: 6, 1: 4, 2: 0, 3: 0, 4: 0}",1
